danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.658,0.458,0,-8.738,1,0.0785,0.371,0,0.0958,0.29,91.914,audio_features,5NjVCNaYDFM0gCT1hES4dr,spotify:track:5NjVCNaYDFM0gCT1hES4dr,https://api.spotify.com/v1/tracks/5NjVCNaYDFM0gCT1hES4dr,https://api.spotify.com/v1/audio-analysis/5NjVCNaYDFM0gCT1hES4dr,198267,4
0.681,0.504,0,-9.008,0,0.132,0.578,6.52e-05,0.12,0.576,156.145,audio_features,7FBRbot28s840lOggjH9l6,spotify:track:7FBRbot28s840lOggjH9l6,https://api.spotify.com/v1/tracks/7FBRbot28s840lOggjH9l6,https://api.spotify.com/v1/audio-analysis/7FBRbot28s840lOggjH9l6,125289,4
0.639,0.724,7,-6.346,1,0.0664,0.452,0,0.159,0.522,129.712,audio_features,6KVFBsfbnaFFa43i4k0cce,spotify:track:6KVFBsfbnaFFa43i4k0cce,https://api.spotify.com/v1/tracks/6KVFBsfbnaFFa43i4k0cce,https://api.spotify.com/v1/audio-analysis/6KVFBsfbnaFFa43i4k0cce,209538,3
0.678,0.716,10,-4.403,1,0.0342,0.196,0,0.102,0.627,109.981,audio_features,1w9L6dvttZalWd8XqFYvSa,spotify:track:1w9L6dvttZalWd8XqFYvSa,https://api.spotify.com/v1/tracks/1w9L6dvttZalWd8XqFYvSa,https://api.spotify.com/v1/audio-analysis/1w9L6dvttZalWd8XqFYvSa,135000,4
0.752,0.545,4,-12.289,0,0.15,0.527,0.00259,0.0762,0.517,90.096,audio_features,3AqAt97gMCkgPQLd2WMNTR,spotify:track:3AqAt97gMCkgPQLd2WMNTR,https://api.spotify.com/v1/tracks/3AqAt97gMCkgPQLd2WMNTR,https://api.spotify.com/v1/audio-analysis/3AqAt97gMCkgPQLd2WMNTR,180360,4
0.63,0.781,1,-7.819,1,0.0406,0.152,0.000247,0.289,0.188,100.052,audio_features,7mYrw8DN9vDg1c5qqpDboC,spotify:track:7mYrw8DN9vDg1c5qqpDboC,https://api.spotify.com/v1/tracks/7mYrw8DN9vDg1c5qqpDboC,https://api.spotify.com/v1/audio-analysis/7mYrw8DN9vDg1c5qqpDboC,182773,4
0.784,0.739,7,-5.832,0,0.0742,0.393,0,0.227,0.887,97.956,audio_features,1nIO7R7447n8aWH4QmFBHC,spotify:track:1nIO7R7447n8aWH4QmFBHC,https://api.spotify.com/v1/tracks/1nIO7R7447n8aWH4QmFBHC,https://api.spotify.com/v1/audio-analysis/1nIO7R7447n8aWH4QmFBHC,140665,4
0.672,0.357,11,-12.462,1,0.0344,0.577,0.0134,0.19,0.174,119.976,audio_features,34dWm1UFgxScD98WST8RiZ,spotify:track:34dWm1UFgxScD98WST8RiZ,https://api.spotify.com/v1/tracks/34dWm1UFgxScD98WST8RiZ,https://api.spotify.com/v1/audio-analysis/34dWm1UFgxScD98WST8RiZ,243000,4
0.592,0.728,7,-6.342,0,0.205,0.351,1.03e-05,0.459,0.395,62.966,audio_features,0zms6rKU9lh6BbIrp1gDcZ,spotify:track:0zms6rKU9lh6BbIrp1gDcZ,https://api.spotify.com/v1/tracks/0zms6rKU9lh6BbIrp1gDcZ,https://api.spotify.com/v1/audio-analysis/0zms6rKU9lh6BbIrp1gDcZ,199056,4
0.748,0.529,10,-7.399,1,0.423,0.543,0,0.401,0.841,154.015,audio_features,2DI4mFhCkWoVK5fyLv9q4v,spotify:track:2DI4mFhCkWoVK5fyLv9q4v,https://api.spotify.com/v1/tracks/2DI4mFhCkWoVK5fyLv9q4v,https://api.spotify.com/v1/audio-analysis/2DI4mFhCkWoVK5fyLv9q4v,135705,4
0.418,0.393,2,-7.611,1,0.0333,0.777,0,0.337,0.306,84.545,audio_features,1wqMIMDciRUbSDZgfOA4v8,spotify:track:1wqMIMDciRUbSDZgfOA4v8,https://api.spotify.com/v1/tracks/1wqMIMDciRUbSDZgfOA4v8,https://api.spotify.com/v1/audio-analysis/1wqMIMDciRUbSDZgfOA4v8,197597,4
0.656,0.384,0,-7.666,1,0.0715,0.837,5.61e-05,0.158,0.298,80.005,audio_features,2JMFhHqiGQGyHqlfrpLJSO,spotify:track:2JMFhHqiGQGyHqlfrpLJSO,https://api.spotify.com/v1/tracks/2JMFhHqiGQGyHqlfrpLJSO,https://api.spotify.com/v1/audio-analysis/2JMFhHqiGQGyHqlfrpLJSO,195954,4
0.465,0.386,1,-7.674,1,0.14,0.489,8.86e-06,0.342,0.494,169.676,audio_features,0vZhOON6GYVBxv6ZeeHyZ0,spotify:track:0vZhOON6GYVBxv6ZeeHyZ0,https://api.spotify.com/v1/tracks/0vZhOON6GYVBxv6ZeeHyZ0,https://api.spotify.com/v1/audio-analysis/0vZhOON6GYVBxv6ZeeHyZ0,170805,4
0.583,0.642,3,-9.843,1,0.113,0.618,2.48e-06,0.119,0.771,162.027,audio_features,7MOWiF77FrR3DF6kphkER3,spotify:track:7MOWiF77FrR3DF6kphkER3,https://api.spotify.com/v1/tracks/7MOWiF77FrR3DF6kphkER3,https://api.spotify.com/v1/audio-analysis/7MOWiF77FrR3DF6kphkER3,178859,4
0.616,0.322,2,-8.997,1,0.0474,0.824,0,0.106,0.356,141.076,audio_features,6fgjMZJlIACwYqC1b0yyiP,spotify:track:6fgjMZJlIACwYqC1b0yyiP,https://api.spotify.com/v1/tracks/6fgjMZJlIACwYqC1b0yyiP,https://api.spotify.com/v1/audio-analysis/6fgjMZJlIACwYqC1b0yyiP,191304,4
0.422,0.29,8,-9.702,1,0.0414,0.67,0,0.109,0.517,155.292,audio_features,4IlzIqULsKpVz0b0kUbyO1,spotify:track:4IlzIqULsKpVz0b0kUbyO1,https://api.spotify.com/v1/tracks/4IlzIqULsKpVz0b0kUbyO1,https://api.spotify.com/v1/audio-analysis/4IlzIqULsKpVz0b0kUbyO1,196413,5
0.672,0.628,3,-7.744,1,0.0516,0.0302,7.14e-05,0.076,0.651,144.045,audio_features,5HydZtPFOvbmqXiTcTFykW,spotify:track:5HydZtPFOvbmqXiTcTFykW,https://api.spotify.com/v1/tracks/5HydZtPFOvbmqXiTcTFykW,https://api.spotify.com/v1/audio-analysis/5HydZtPFOvbmqXiTcTFykW,175030,4
0.762,0.643,0,-5.976,1,0.0321,0.0632,0,0.355,0.705,110.009,audio_features,3ZGQI9j7Sal0lMXeNlr0Da,spotify:track:3ZGQI9j7Sal0lMXeNlr0Da,https://api.spotify.com/v1/tracks/3ZGQI9j7Sal0lMXeNlr0Da,https://api.spotify.com/v1/audio-analysis/3ZGQI9j7Sal0lMXeNlr0Da,140824,4
0.573,0.291,9,-8.892,1,0.0727,0.921,0,0.0487,0.575,89.397,audio_features,3PsCo1BHDVclX7yGa58jAy,spotify:track:3PsCo1BHDVclX7yGa58jAy,https://api.spotify.com/v1/tracks/3PsCo1BHDVclX7yGa58jAy,https://api.spotify.com/v1/audio-analysis/3PsCo1BHDVclX7yGa58jAy,153933,4
0.731,0.403,6,-9.244,1,0.311,0.4,0,0.173,0.549,72.585,audio_features,2zQ0BWsBnGckZt5PwW2Rrj,spotify:track:2zQ0BWsBnGckZt5PwW2Rrj,https://api.spotify.com/v1/tracks/2zQ0BWsBnGckZt5PwW2Rrj,https://api.spotify.com/v1/audio-analysis/2zQ0BWsBnGckZt5PwW2Rrj,155960,4
0.79,0.517,6,-8.734,1,0.0424,0.379,1.47e-06,0.0972,0.476,123.955,audio_features,1cR29lpK5mJIlajSpRqfNF,spotify:track:1cR29lpK5mJIlajSpRqfNF,https://api.spotify.com/v1/tracks/1cR29lpK5mJIlajSpRqfNF,https://api.spotify.com/v1/audio-analysis/1cR29lpK5mJIlajSpRqfNF,193602,4
0.61,0.861,0,-4.251,1,0.115,0.0141,0,0.35,0.775,138.009,audio_features,4BUT3VdNVghGtkktn6oAuY,spotify:track:4BUT3VdNVghGtkktn6oAuY,https://api.spotify.com/v1/tracks/4BUT3VdNVghGtkktn6oAuY,https://api.spotify.com/v1/audio-analysis/4BUT3VdNVghGtkktn6oAuY,195849,4
0.778,0.777,9,-4.169,1,0.0392,0.00604,0.000131,0.0884,0.9,115.995,audio_features,5NS0xTfHbV8EQ83GBfFqea,spotify:track:5NS0xTfHbV8EQ83GBfFqea,https://api.spotify.com/v1/tracks/5NS0xTfHbV8EQ83GBfFqea,https://api.spotify.com/v1/audio-analysis/5NS0xTfHbV8EQ83GBfFqea,201989,4
0.435,0.795,11,-5.413,1,0.25,0.0599,1.21e-05,0.0886,0.443,96.993,audio_features,21dzN9GnrRDYB8PmYCNSeh,spotify:track:21dzN9GnrRDYB8PmYCNSeh,https://api.spotify.com/v1/tracks/21dzN9GnrRDYB8PmYCNSeh,https://api.spotify.com/v1/audio-analysis/21dzN9GnrRDYB8PmYCNSeh,190515,4
0.803,0.417,10,-9.726,1,0.0771,0.552,0,0.122,0.379,138.129,audio_features,2Ey8ppll5MRZb4gzaWJGOw,spotify:track:2Ey8ppll5MRZb4gzaWJGOw,https://api.spotify.com/v1/tracks/2Ey8ppll5MRZb4gzaWJGOw,https://api.spotify.com/v1/audio-analysis/2Ey8ppll5MRZb4gzaWJGOw,240000,4
0.697,0.464,0,-6.019,1,0.0259,0.147,4.51e-06,0.139,0.667,89.293,audio_features,57U1PB3FAleLul5wMj5dEZ,spotify:track:57U1PB3FAleLul5wMj5dEZ,https://api.spotify.com/v1/tracks/57U1PB3FAleLul5wMj5dEZ,https://api.spotify.com/v1/audio-analysis/57U1PB3FAleLul5wMj5dEZ,223944,4
0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,audio_features,1BSMpVGWs3v5BZKnAQziAc,spotify:track:1BSMpVGWs3v5BZKnAQziAc,https://api.spotify.com/v1/tracks/1BSMpVGWs3v5BZKnAQziAc,https://api.spotify.com/v1/audio-analysis/1BSMpVGWs3v5BZKnAQziAc,185681,4
0.66,0.177,2,-13.461,0,0.0377,0.835,0.162,0.108,0.0699,82.974,audio_features,5L3VoLOjwPv7hPknnmYaeT,spotify:track:5L3VoLOjwPv7hPknnmYaeT,https://api.spotify.com/v1/tracks/5L3VoLOjwPv7hPknnmYaeT,https://api.spotify.com/v1/audio-analysis/5L3VoLOjwPv7hPknnmYaeT,256098,4
0.555,0.311,4,-14.932,1,0.37,0.818,0.0057,0.124,0.32,170.128,audio_features,7GFVTeKjOqzUHFDleIKSg4,spotify:track:7GFVTeKjOqzUHFDleIKSg4,https://api.spotify.com/v1/tracks/7GFVTeKjOqzUHFDleIKSg4,https://api.spotify.com/v1/audio-analysis/7GFVTeKjOqzUHFDleIKSg4,114353,4
0.814,0.569,6,-6.726,0,0.0552,0.0103,0.00158,0.225,0.725,130.012,audio_features,0JyWZ4BrLIlvyJ5lt7HNM1,spotify:track:0JyWZ4BrLIlvyJ5lt7HNM1,https://api.spotify.com/v1/tracks/0JyWZ4BrLIlvyJ5lt7HNM1,https://api.spotify.com/v1/audio-analysis/0JyWZ4BrLIlvyJ5lt7HNM1,209986,4
0.704,0.298,0,-15.968,1,0.175,0.377,0,0.127,0.331,131.928,audio_features,4IEQyPKZqZ6XQY8gSKko97,spotify:track:4IEQyPKZqZ6XQY8gSKko97,https://api.spotify.com/v1/tracks/4IEQyPKZqZ6XQY8gSKko97,https://api.spotify.com/v1/audio-analysis/4IEQyPKZqZ6XQY8gSKko97,140932,3
0.494,0.749,2,-3.309,1,0.185,0.24,0,0.126,0.271,180.228,audio_features,55XRXhQeU25IwqVpjQqxkz,spotify:track:55XRXhQeU25IwqVpjQqxkz,https://api.spotify.com/v1/tracks/55XRXhQeU25IwqVpjQqxkz,https://api.spotify.com/v1/audio-analysis/55XRXhQeU25IwqVpjQqxkz,183787,4
0.622,0.483,11,-7.358,1,0.045,0.703,0.000257,0.119,0.18,145.083,audio_features,5AsUMMM0euIPrmRrLfb7ly,spotify:track:5AsUMMM0euIPrmRrLfb7ly,https://api.spotify.com/v1/tracks/5AsUMMM0euIPrmRrLfb7ly,https://api.spotify.com/v1/audio-analysis/5AsUMMM0euIPrmRrLfb7ly,152318,4
0.765,0.567,3,-9.029,1,0.265,0.159,1.3e-05,0.427,0.516,176.018,audio_features,3geXIEkfUTFnvxDqCdEBr6,spotify:track:3geXIEkfUTFnvxDqCdEBr6,https://api.spotify.com/v1/tracks/3geXIEkfUTFnvxDqCdEBr6,https://api.spotify.com/v1/audio-analysis/3geXIEkfUTFnvxDqCdEBr6,161564,4
0.566,0.369,1,-9.181,1,0.0249,0.793,0,0.109,0.205,105.993,audio_features,3cOM1ACbDWaFUIasTjebEh,spotify:track:3cOM1ACbDWaFUIasTjebEh,https://api.spotify.com/v1/tracks/3cOM1ACbDWaFUIasTjebEh,https://api.spotify.com/v1/audio-analysis/3cOM1ACbDWaFUIasTjebEh,208656,4
0.722,0.596,5,-5.072,1,0.185,0.414,9.2e-06,0.133,0.903,94.512,audio_features,4Sk74gcXTe9dnE1HU5Pn1y,spotify:track:4Sk74gcXTe9dnE1HU5Pn1y,https://api.spotify.com/v1/tracks/4Sk74gcXTe9dnE1HU5Pn1y,https://api.spotify.com/v1/audio-analysis/4Sk74gcXTe9dnE1HU5Pn1y,180489,3
0.584,0.199,0,-12.263,0,0.039,0.964,0.000108,0.114,0.353,196.603,audio_features,1wXqbn4OVaYBOhgj7Z4did,spotify:track:1wXqbn4OVaYBOhgj7Z4did,https://api.spotify.com/v1/tracks/1wXqbn4OVaYBOhgj7Z4did,https://api.spotify.com/v1/audio-analysis/1wXqbn4OVaYBOhgj7Z4did,144485,3
0.652,0.261,10,-12.569,1,0.0404,0.946,7.42e-06,0.156,0.419,126.15,audio_features,1NAWiOec7X7xTa24nXQFCG,spotify:track:1NAWiOec7X7xTa24nXQFCG,https://api.spotify.com/v1/tracks/1NAWiOec7X7xTa24nXQFCG,https://api.spotify.com/v1/audio-analysis/1NAWiOec7X7xTa24nXQFCG,246352,3
0.564,0.125,0,-12.253,1,0.0516,0.932,0,0.102,0.535,93.764,audio_features,2DWuT8Xe7IeZK6feMqH7it,spotify:track:2DWuT8Xe7IeZK6feMqH7it,https://api.spotify.com/v1/tracks/2DWuT8Xe7IeZK6feMqH7it,https://api.spotify.com/v1/audio-analysis/2DWuT8Xe7IeZK6feMqH7it,125453,4
0.679,0.523,7,-7.36,1,0.0352,0.429,1.52e-05,0.187,0.287,120.032,audio_features,1vJKO2Phq0XB5MoZ6iMx8x,spotify:track:1vJKO2Phq0XB5MoZ6iMx8x,https://api.spotify.com/v1/tracks/1vJKO2Phq0XB5MoZ6iMx8x,https://api.spotify.com/v1/audio-analysis/1vJKO2Phq0XB5MoZ6iMx8x,160561,4
0.568,0.402,5,-11.344,1,0.0448,0.787,0.000188,0.103,0.397,125.743,audio_features,5V03tsbEzYG0PmRrh3K4rF,spotify:track:5V03tsbEzYG0PmRrh3K4rF,https://api.spotify.com/v1/tracks/5V03tsbEzYG0PmRrh3K4rF,https://api.spotify.com/v1/audio-analysis/5V03tsbEzYG0PmRrh3K4rF,217369,4
0.509,0.498,2,-6.94,1,0.0315,0.413,0,0.0674,0.283,99.729,audio_features,2769RhOZs0ezRncRW1vryp,spotify:track:2769RhOZs0ezRncRW1vryp,https://api.spotify.com/v1/tracks/2769RhOZs0ezRncRW1vryp,https://api.spotify.com/v1/audio-analysis/2769RhOZs0ezRncRW1vryp,222861,4
0.553,0.685,2,-10.624,1,0.0266,0.145,0.859,0.138,0.491,79.998,audio_features,6XyjwF7CAwuEaW77noJr6I,spotify:track:6XyjwF7CAwuEaW77noJr6I,https://api.spotify.com/v1/tracks/6XyjwF7CAwuEaW77noJr6I,https://api.spotify.com/v1/audio-analysis/6XyjwF7CAwuEaW77noJr6I,146293,4
0.476,0.776,7,-6.95,1,0.173,0.00155,0,0.464,0.247,139.969,audio_features,022KUgS0Q5c3MTePafMLai,spotify:track:022KUgS0Q5c3MTePafMLai,https://api.spotify.com/v1/tracks/022KUgS0Q5c3MTePafMLai,https://api.spotify.com/v1/audio-analysis/022KUgS0Q5c3MTePafMLai,213123,4
0.634,0.199,10,-16.097,1,0.0403,0.863,8.59e-05,0.287,0.169,128.023,audio_features,3A9FTMFFzobncTK3y3TNvV,spotify:track:3A9FTMFFzobncTK3y3TNvV,https://api.spotify.com/v1/tracks/3A9FTMFFzobncTK3y3TNvV,https://api.spotify.com/v1/audio-analysis/3A9FTMFFzobncTK3y3TNvV,240000,4
0.628,0.336,8,-11.477,1,0.034,0.753,0,0.0881,0.363,75.001,audio_features,3JBnQffO8PrBE4xwAGpWYb,spotify:track:3JBnQffO8PrBE4xwAGpWYb,https://api.spotify.com/v1/tracks/3JBnQffO8PrBE4xwAGpWYb,https://api.spotify.com/v1/audio-analysis/3JBnQffO8PrBE4xwAGpWYb,234866,4
0.677,0.415,3,-11.869,0,0.293,0.534,0,0.372,0.397,86.55,audio_features,6OBNTRoQ7pTf2sEaQviWBn,spotify:track:6OBNTRoQ7pTf2sEaQviWBn,https://api.spotify.com/v1/tracks/6OBNTRoQ7pTf2sEaQviWBn,https://api.spotify.com/v1/audio-analysis/6OBNTRoQ7pTf2sEaQviWBn,181276,5
0.552,0.258,1,-15.809,1,0.152,0.489,7.25e-05,0.166,0.102,75.249,audio_features,3HbrnGvCJqnfVTwDwv4P6z,spotify:track:3HbrnGvCJqnfVTwDwv4P6z,https://api.spotify.com/v1/tracks/3HbrnGvCJqnfVTwDwv4P6z,https://api.spotify.com/v1/audio-analysis/3HbrnGvCJqnfVTwDwv4P6z,221557,4
0.836,0.681,2,-3.793,0,0.0434,0.285,0,0.0729,0.854,81.554,audio_features,4Ve0Jx7MXjU4aPrFHJRZK7,spotify:track:4Ve0Jx7MXjU4aPrFHJRZK7,https://api.spotify.com/v1/tracks/4Ve0Jx7MXjU4aPrFHJRZK7,https://api.spotify.com/v1/audio-analysis/4Ve0Jx7MXjU4aPrFHJRZK7,192613,4
0.444,0.21,3,-10.811,1,0.0516,0.844,0,0.0956,0.306,145.944,audio_features,524dq3zKwXrP4uPL6VwoWT,spotify:track:524dq3zKwXrP4uPL6VwoWT,https://api.spotify.com/v1/tracks/524dq3zKwXrP4uPL6VwoWT,https://api.spotify.com/v1/audio-analysis/524dq3zKwXrP4uPL6VwoWT,171382,1
0.52,0.531,11,-7.63,1,0.0428,0.633,0,0.101,0.309,121.839,audio_features,6CRMSbYypKAf9XubEsmvkN,spotify:track:6CRMSbYypKAf9XubEsmvkN,https://api.spotify.com/v1/tracks/6CRMSbYypKAf9XubEsmvkN,https://api.spotify.com/v1/audio-analysis/6CRMSbYypKAf9XubEsmvkN,204878,4
0.62,0.692,4,-6.859,1,0.029,0.00036,1.81e-05,0.335,0.387,99.806,audio_features,73jVPicY2G9YHmzgjk69ae,spotify:track:73jVPicY2G9YHmzgjk69ae,https://api.spotify.com/v1/tracks/73jVPicY2G9YHmzgjk69ae,https://api.spotify.com/v1/audio-analysis/73jVPicY2G9YHmzgjk69ae,254510,4
0.619,0.792,0,-5.711,1,0.0589,0.202,0.0149,0.126,0.458,101.01,audio_features,4m0q0xQ2BNl9SCAGKyfiGZ,spotify:track:4m0q0xQ2BNl9SCAGKyfiGZ,https://api.spotify.com/v1/tracks/4m0q0xQ2BNl9SCAGKyfiGZ,https://api.spotify.com/v1/audio-analysis/4m0q0xQ2BNl9SCAGKyfiGZ,347526,4
0.452,0.945,5,-4.515,1,0.103,0.0373,4e-05,0.22,0.504,167.95,audio_features,6QZ8h3RqIgTRTo3hfaqryx,spotify:track:6QZ8h3RqIgTRTo3hfaqryx,https://api.spotify.com/v1/tracks/6QZ8h3RqIgTRTo3hfaqryx,https://api.spotify.com/v1/audio-analysis/6QZ8h3RqIgTRTo3hfaqryx,203058,4
0.892,0.303,9,-11.995,1,0.0959,0.768,0.00404,0.113,0.37,108.062,audio_features,0GkQSHsHQ0OHgvGRXH6yJv,spotify:track:0GkQSHsHQ0OHgvGRXH6yJv,https://api.spotify.com/v1/tracks/0GkQSHsHQ0OHgvGRXH6yJv,https://api.spotify.com/v1/audio-analysis/0GkQSHsHQ0OHgvGRXH6yJv,144444,4
0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,audio_features,2eAvDnpXP5W0cVtiI0PUxV,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,233720,3
0.669,0.819,0,-4.716,1,0.0363,0.11,0,0.212,0.762,105.055,audio_features,6qXBZGMoNHTVIebQDECoY9,spotify:track:6qXBZGMoNHTVIebQDECoY9,https://api.spotify.com/v1/tracks/6qXBZGMoNHTVIebQDECoY9,https://api.spotify.com/v1/audio-analysis/6qXBZGMoNHTVIebQDECoY9,178901,4
0.817,0.635,5,-7.246,1,0.163,0.323,0,0.0738,0.454,138.015,audio_features,04F42oEuKrRComYJfJuyVR,spotify:track:04F42oEuKrRComYJfJuyVR,https://api.spotify.com/v1/tracks/04F42oEuKrRComYJfJuyVR,https://api.spotify.com/v1/audio-analysis/04F42oEuKrRComYJfJuyVR,129241,4
0.551,0.537,11,-7.595,1,0.034,0.705,0,0.0802,0.493,126.421,audio_features,5qrSlOut2rNAWv3ubArkNy,spotify:track:5qrSlOut2rNAWv3ubArkNy,https://api.spotify.com/v1/tracks/5qrSlOut2rNAWv3ubArkNy,https://api.spotify.com/v1/audio-analysis/5qrSlOut2rNAWv3ubArkNy,196493,4
0.673,0.327,2,-7.67,1,0.0827,0.853,0,0.103,0.449,82.729,audio_features,3jGlOBjMJiNDWhdqRJl5dK,spotify:track:3jGlOBjMJiNDWhdqRJl5dK,https://api.spotify.com/v1/tracks/3jGlOBjMJiNDWhdqRJl5dK,https://api.spotify.com/v1/audio-analysis/3jGlOBjMJiNDWhdqRJl5dK,180403,4
0.446,0.409,9,-4.812,1,0.0547,0.766,0,0.0891,0.348,80.111,audio_features,2P2r0647uy5pKUikGZ7q9B,spotify:track:2P2r0647uy5pKUikGZ7q9B,https://api.spotify.com/v1/tracks/2P2r0647uy5pKUikGZ7q9B,https://api.spotify.com/v1/audio-analysis/2P2r0647uy5pKUikGZ7q9B,184833,5
0.55,0.147,0,-18.675,0,0.0404,0.563,0.00102,0.286,0.0346,81.991,audio_features,5HsSsEeP3hU9QSfHZrzbtA,spotify:track:5HsSsEeP3hU9QSfHZrzbtA,https://api.spotify.com/v1/tracks/5HsSsEeP3hU9QSfHZrzbtA,https://api.spotify.com/v1/audio-analysis/5HsSsEeP3hU9QSfHZrzbtA,201951,4
0.717,0.134,11,-16.178,1,0.0294,0.941,0.0942,0.107,0.234,94.933,audio_features,3ZsVXh7a8HxYWxzDCHjQfN,spotify:track:3ZsVXh7a8HxYWxzDCHjQfN,https://api.spotify.com/v1/tracks/3ZsVXh7a8HxYWxzDCHjQfN,https://api.spotify.com/v1/audio-analysis/3ZsVXh7a8HxYWxzDCHjQfN,204042,4
0.704,0.41,3,-10.973,0,0.031,0.845,0.753,0.113,0.192,120.019,audio_features,621mkKPR6gd8XUSxd7LofR,spotify:track:621mkKPR6gd8XUSxd7LofR,https://api.spotify.com/v1/tracks/621mkKPR6gd8XUSxd7LofR,https://api.spotify.com/v1/audio-analysis/621mkKPR6gd8XUSxd7LofR,154000,4
0.82,0.39,8,-10.073,0,0.254,0.789,0,0.631,0.615,92.05,audio_features,1EnDOhM89aT4FEcxOPDkx5,spotify:track:1EnDOhM89aT4FEcxOPDkx5,https://api.spotify.com/v1/tracks/1EnDOhM89aT4FEcxOPDkx5,https://api.spotify.com/v1/audio-analysis/1EnDOhM89aT4FEcxOPDkx5,158798,4
0.55,0.448,11,-7.382,1,0.0314,0.879,0,0.0734,0.49,99.713,audio_features,4SeZpWSgq1c8a0MY3iVy1f,spotify:track:4SeZpWSgq1c8a0MY3iVy1f,https://api.spotify.com/v1/tracks/4SeZpWSgq1c8a0MY3iVy1f,https://api.spotify.com/v1/audio-analysis/4SeZpWSgq1c8a0MY3iVy1f,183000,4
0.646,0.0828,10,-16.205,1,0.0435,0.838,1.2e-05,0.0934,0.293,108.826,audio_features,42H6GeQfrBkT3vTUTdpB1M,spotify:track:42H6GeQfrBkT3vTUTdpB1M,https://api.spotify.com/v1/tracks/42H6GeQfrBkT3vTUTdpB1M,https://api.spotify.com/v1/audio-analysis/42H6GeQfrBkT3vTUTdpB1M,154000,4
0.364,0.414,3,-9.699,0,0.0476,0.611,0.00141,0.108,0.194,165.487,audio_features,4qN7kbLXrensXxrf5mp9ie,spotify:track:4qN7kbLXrensXxrf5mp9ie,https://api.spotify.com/v1/tracks/4qN7kbLXrensXxrf5mp9ie,https://api.spotify.com/v1/audio-analysis/4qN7kbLXrensXxrf5mp9ie,200964,4
0.685,0.553,1,-6.965,0,0.0667,0.359,0,0.654,0.695,130.022,audio_features,6iRTYLWbxXtUz00KQIWiTN,spotify:track:6iRTYLWbxXtUz00KQIWiTN,https://api.spotify.com/v1/tracks/6iRTYLWbxXtUz00KQIWiTN,https://api.spotify.com/v1/audio-analysis/6iRTYLWbxXtUz00KQIWiTN,184625,4
0.717,0.804,7,-5.257,1,0.326,0.279,0,0.527,0.362,133.012,audio_features,3jfFw63n74qkinjHibNPMS,spotify:track:3jfFw63n74qkinjHibNPMS,https://api.spotify.com/v1/tracks/3jfFw63n74qkinjHibNPMS,https://api.spotify.com/v1/audio-analysis/3jfFw63n74qkinjHibNPMS,211128,4
0.665,0.635,11,-5.763,0,0.0446,0.0516,0,0.367,0.472,97.974,audio_features,5IdrsGhB8D7RwNwGra9V6i,spotify:track:5IdrsGhB8D7RwNwGra9V6i,https://api.spotify.com/v1/tracks/5IdrsGhB8D7RwNwGra9V6i,https://api.spotify.com/v1/audio-analysis/5IdrsGhB8D7RwNwGra9V6i,212927,4
0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,audio_features,1is8gU4RVcN4J8xItxWoOY,spotify:track:1is8gU4RVcN4J8xItxWoOY,https://api.spotify.com/v1/tracks/1is8gU4RVcN4J8xItxWoOY,https://api.spotify.com/v1/audio-analysis/1is8gU4RVcN4J8xItxWoOY,204094,4
0.658,0.473,4,-7.632,1,0.0463,0.367,0,0.187,0.563,98.022,audio_features,0f8xPdFJ6SdlHJwkxpdw2Q,spotify:track:0f8xPdFJ6SdlHJwkxpdw2Q,https://api.spotify.com/v1/tracks/0f8xPdFJ6SdlHJwkxpdw2Q,https://api.spotify.com/v1/audio-analysis/0f8xPdFJ6SdlHJwkxpdw2Q,178140,4
0.312,0.614,8,-6.073,1,0.0466,0.0589,0,0.0898,0.356,205.379,audio_features,0TqaX16qLpX7YqFcAl9lDy,spotify:track:0TqaX16qLpX7YqFcAl9lDy,https://api.spotify.com/v1/tracks/0TqaX16qLpX7YqFcAl9lDy,https://api.spotify.com/v1/audio-analysis/0TqaX16qLpX7YqFcAl9lDy,199848,4
0.444,0.757,11,-7.457,0,0.48,0.036,0,0.0887,0.376,125.813,audio_features,2dnv3Jz4HfVp9KAUqumtVt,spotify:track:2dnv3Jz4HfVp9KAUqumtVt,https://api.spotify.com/v1/tracks/2dnv3Jz4HfVp9KAUqumtVt,https://api.spotify.com/v1/audio-analysis/2dnv3Jz4HfVp9KAUqumtVt,205387,4
0.468,0.429,1,-7.585,1,0.0375,0.181,0,0.102,0.174,67.334,audio_features,7717UVE00jsD9vkhSlN6ho,spotify:track:7717UVE00jsD9vkhSlN6ho,https://api.spotify.com/v1/tracks/7717UVE00jsD9vkhSlN6ho,https://api.spotify.com/v1/audio-analysis/7717UVE00jsD9vkhSlN6ho,212855,3
