danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.642,0.739,3,-5.929,1,0.089,0.515,0,0.0654,0.487,169.93,audio_features,3B35weG0VesnSZ4ty8ZBRN,spotify:track:3B35weG0VesnSZ4ty8ZBRN,https://api.spotify.com/v1/tracks/3B35weG0VesnSZ4ty8ZBRN,https://api.spotify.com/v1/audio-analysis/3B35weG0VesnSZ4ty8ZBRN,190165,4
0.714,0.872,11,-4.814,1,0.0935,0.0765,0,0.108,0.838,107.951,audio_features,7nvwVMGojdHqrSRCaxMFv9,spotify:track:7nvwVMGojdHqrSRCaxMFv9,https://api.spotify.com/v1/tracks/7nvwVMGojdHqrSRCaxMFv9,https://api.spotify.com/v1/audio-analysis/7nvwVMGojdHqrSRCaxMFv9,175725,4
0.703,0.602,2,-5.543,1,0.101,0.334,0,0.414,0.747,76.027,audio_features,7HFtKNaYQ5ggZ07shL6hN0,spotify:track:7HFtKNaYQ5ggZ07shL6hN0,https://api.spotify.com/v1/tracks/7HFtKNaYQ5ggZ07shL6hN0,https://api.spotify.com/v1/audio-analysis/7HFtKNaYQ5ggZ07shL6hN0,155431,4
0.707,0.712,7,-5.585,1,0.193,0.34,0,0.218,0.86,87.495,audio_features,1yc2EvLPgWlHHDsm4DT0rJ,spotify:track:1yc2EvLPgWlHHDsm4DT0rJ,https://api.spotify.com/v1/tracks/1yc2EvLPgWlHHDsm4DT0rJ,https://api.spotify.com/v1/audio-analysis/1yc2EvLPgWlHHDsm4DT0rJ,139249,4
0.677,0.821,4,-3.858,1,0.0625,0.144,0,0.125,0.804,104.878,audio_features,2pYUQOwTufkQ9VLkaenb1j,spotify:track:2pYUQOwTufkQ9VLkaenb1j,https://api.spotify.com/v1/tracks/2pYUQOwTufkQ9VLkaenb1j,https://api.spotify.com/v1/audio-analysis/2pYUQOwTufkQ9VLkaenb1j,135680,4
0.546,0.442,0,-6.541,1,0.0286,0.24,0,0.122,0.323,89.019,audio_features,7F9TZ2RT8rdVyzLFmfagiR,spotify:track:7F9TZ2RT8rdVyzLFmfagiR,https://api.spotify.com/v1/tracks/7F9TZ2RT8rdVyzLFmfagiR,https://api.spotify.com/v1/audio-analysis/7F9TZ2RT8rdVyzLFmfagiR,195277,4
0.861,0.566,0,-6.142,1,0.0669,0.838,0,0.131,0.958,120.105,audio_features,2lC6OoqtVRSi2cxcV3iq2m,spotify:track:2lC6OoqtVRSi2cxcV3iq2m,https://api.spotify.com/v1/tracks/2lC6OoqtVRSi2cxcV3iq2m,https://api.spotify.com/v1/audio-analysis/2lC6OoqtVRSi2cxcV3iq2m,116372,4
0.593,0.503,2,-5.635,1,0.0652,0.112,0,0.331,0.278,159.971,audio_features,7wfxf9QXBIWgBx1aG5QWhR,spotify:track:7wfxf9QXBIWgBx1aG5QWhR,https://api.spotify.com/v1/tracks/7wfxf9QXBIWgBx1aG5QWhR,https://api.spotify.com/v1/audio-analysis/7wfxf9QXBIWgBx1aG5QWhR,151500,4
0.529,0.798,2,-4.956,1,0.236,0.0137,0,0.0487,0.777,159.913,audio_features,31XxRxQ4g4mVkHoJwhCJ5z,spotify:track:31XxRxQ4g4mVkHoJwhCJ5z,https://api.spotify.com/v1/tracks/31XxRxQ4g4mVkHoJwhCJ5z,https://api.spotify.com/v1/audio-analysis/31XxRxQ4g4mVkHoJwhCJ5z,186540,4
0.782,0.456,6,-7.98,1,0.0401,0.073,1.74e-06,0.208,0.449,95.003,audio_features,7jns5GD8u5gDl5WsCie6Tr,spotify:track:7jns5GD8u5gDl5WsCie6Tr,https://api.spotify.com/v1/tracks/7jns5GD8u5gDl5WsCie6Tr,https://api.spotify.com/v1/audio-analysis/7jns5GD8u5gDl5WsCie6Tr,128210,3
0.789,0.526,7,-8.095,0,0.0484,0.33,0.000474,0.235,0.476,114.028,audio_features,0mAG1i2p2d4Ml2Jp97g2NP,spotify:track:0mAG1i2p2d4Ml2Jp97g2NP,https://api.spotify.com/v1/tracks/0mAG1i2p2d4Ml2Jp97g2NP,https://api.spotify.com/v1/audio-analysis/0mAG1i2p2d4Ml2Jp97g2NP,153664,4
0.725,0.485,7,-7.651,1,0.0727,0.113,0,0.0784,0.527,89.995,audio_features,1Nt4hDwC9bGT8P9NU5TuFX,spotify:track:1Nt4hDwC9bGT8P9NU5TuFX,https://api.spotify.com/v1/tracks/1Nt4hDwC9bGT8P9NU5TuFX,https://api.spotify.com/v1/audio-analysis/1Nt4hDwC9bGT8P9NU5TuFX,169656,4
0.575,0.675,4,-7.22,1,0.038,0.00404,0,0.157,0.34,113.9,audio_features,6nPs4YNMQHi1hT37ILuo66,spotify:track:6nPs4YNMQHi1hT37ILuo66,https://api.spotify.com/v1/tracks/6nPs4YNMQHi1hT37ILuo66,https://api.spotify.com/v1/audio-analysis/6nPs4YNMQHi1hT37ILuo66,188684,3
0.938,0.311,6,-7.776,0,0.0602,0.492,0.0394,0.117,0.875,109.974,audio_features,7FFczcnyKPpQSQKxSpJ71V,spotify:track:7FFczcnyKPpQSQKxSpJ71V,https://api.spotify.com/v1/tracks/7FFczcnyKPpQSQKxSpJ71V,https://api.spotify.com/v1/audio-analysis/7FFczcnyKPpQSQKxSpJ71V,130077,4
0.719,0.557,6,-4.547,1,0.0814,0.616,0,0.774,0.831,82.486,audio_features,2fC9EwghGePs0igz1ZYqpi,spotify:track:2fC9EwghGePs0igz1ZYqpi,https://api.spotify.com/v1/tracks/2fC9EwghGePs0igz1ZYqpi,https://api.spotify.com/v1/audio-analysis/2fC9EwghGePs0igz1ZYqpi,149280,4
0.656,0.603,6,-8.971,0,0.0575,0.276,1.45e-06,0.13,0.415,90.047,audio_features,1nPoBr8PuM1Llme2OJ1Hrl,spotify:track:1nPoBr8PuM1Llme2OJ1Hrl,https://api.spotify.com/v1/tracks/1nPoBr8PuM1Llme2OJ1Hrl,https://api.spotify.com/v1/audio-analysis/1nPoBr8PuM1Llme2OJ1Hrl,164667,4
0.662,0.588,1,-6.587,1,0.0703,0.161,0,0.0647,0.672,89.039,audio_features,4xPSBabrMDpdmIacsJmMs0,spotify:track:4xPSBabrMDpdmIacsJmMs0,https://api.spotify.com/v1/tracks/4xPSBabrMDpdmIacsJmMs0,https://api.spotify.com/v1/audio-analysis/4xPSBabrMDpdmIacsJmMs0,151544,4
0.791,0.639,8,-4.962,0,0.104,0.358,0,0.0833,0.473,97.01,audio_features,4YLKHaxYieIw6iMVfIvKm7,spotify:track:4YLKHaxYieIw6iMVfIvKm7,https://api.spotify.com/v1/tracks/4YLKHaxYieIw6iMVfIvKm7,https://api.spotify.com/v1/audio-analysis/4YLKHaxYieIw6iMVfIvKm7,206560,4
0.683,0.55,4,-8.339,1,0.13,0.319,2.79e-05,0.131,0.851,75.01,audio_features,4haFjTRgwxsm6t3pfjXoRP,spotify:track:4haFjTRgwxsm6t3pfjXoRP,https://api.spotify.com/v1/tracks/4haFjTRgwxsm6t3pfjXoRP,https://api.spotify.com/v1/audio-analysis/4haFjTRgwxsm6t3pfjXoRP,148956,4
0.784,0.428,0,-8.697,1,0.044,0.421,8.91e-06,0.103,0.65,116.994,audio_features,3Yk0rZxWOETWZcF2EcqhmS,spotify:track:3Yk0rZxWOETWZcF2EcqhmS,https://api.spotify.com/v1/tracks/3Yk0rZxWOETWZcF2EcqhmS,https://api.spotify.com/v1/audio-analysis/3Yk0rZxWOETWZcF2EcqhmS,192000,4
0.777,0.527,5,-7.195,1,0.0291,0.126,1.19e-05,0.09,0.753,105.017,audio_features,2y0zJlae50VyzO7NCrQe06,spotify:track:2y0zJlae50VyzO7NCrQe06,https://api.spotify.com/v1/tracks/2y0zJlae50VyzO7NCrQe06,https://api.spotify.com/v1/audio-analysis/2y0zJlae50VyzO7NCrQe06,159755,4
0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,audio_features,6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,180304,3
0.737,0.662,8,-4.84,1,0.0619,0.0261,3.3e-06,0.74,0.554,91.992,audio_features,3nAz0OCzeiGbUudc8kXKar,spotify:track:3nAz0OCzeiGbUudc8kXKar,https://api.spotify.com/v1/tracks/3nAz0OCzeiGbUudc8kXKar,https://api.spotify.com/v1/audio-analysis/3nAz0OCzeiGbUudc8kXKar,176813,4
0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,audio_features,0rRjGruFonCGOt0S5zAJNQ,spotify:track:0rRjGruFonCGOt0S5zAJNQ,https://api.spotify.com/v1/tracks/0rRjGruFonCGOt0S5zAJNQ,https://api.spotify.com/v1/audio-analysis/0rRjGruFonCGOt0S5zAJNQ,320654,4
0.655,0.716,8,-5.077,0,0.0897,0.476,0,0.479,0.521,80.813,audio_features,3Che0Dm9dlytqujcprVAwE,spotify:track:3Che0Dm9dlytqujcprVAwE,https://api.spotify.com/v1/tracks/3Che0Dm9dlytqujcprVAwE,https://api.spotify.com/v1/audio-analysis/3Che0Dm9dlytqujcprVAwE,175302,4
0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,audio_features,7EkWXAI1wn8Ii883ecd9xr,spotify:track:7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/tracks/7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/audio-analysis/7EkWXAI1wn8Ii883ecd9xr,147062,4
0.337,0.314,3,-10.057,1,0.0285,0.302,0,0.151,0.271,91.317,audio_features,6ZArwNtFh1a4204U7QexUa,spotify:track:6ZArwNtFh1a4204U7QexUa,https://api.spotify.com/v1/tracks/6ZArwNtFh1a4204U7QexUa,https://api.spotify.com/v1/audio-analysis/6ZArwNtFh1a4204U7QexUa,237307,4
0.595,0.518,2,-9.574,1,0.037,0.758,0,0.107,0.787,165.879,audio_features,7MvZSYL3SmiaHIXcjfhAvM,spotify:track:7MvZSYL3SmiaHIXcjfhAvM,https://api.spotify.com/v1/tracks/7MvZSYL3SmiaHIXcjfhAvM,https://api.spotify.com/v1/audio-analysis/7MvZSYL3SmiaHIXcjfhAvM,112104,4
0.6,0.286,2,-8.691,1,0.0311,0.0735,0,0.168,0.342,104.667,audio_features,3LOglsTDAOClfvfdRy11B9,spotify:track:3LOglsTDAOClfvfdRy11B9,https://api.spotify.com/v1/tracks/3LOglsTDAOClfvfdRy11B9,https://api.spotify.com/v1/audio-analysis/3LOglsTDAOClfvfdRy11B9,162292,4
0.622,0.492,7,-7.261,1,0.0338,0.253,7.01e-05,0.0914,0.824,190.261,audio_features,4m00mg7QAq4eEXKkgSqg3Z,spotify:track:4m00mg7QAq4eEXKkgSqg3Z,https://api.spotify.com/v1/tracks/4m00mg7QAq4eEXKkgSqg3Z,https://api.spotify.com/v1/audio-analysis/4m00mg7QAq4eEXKkgSqg3Z,166860,4
0.655,0.479,3,-5.418,1,0.0265,0.689,0,0.18,0.419,91.9,audio_features,2RCBbA3mK2bUwJfMfJRlq6,spotify:track:2RCBbA3mK2bUwJfMfJRlq6,https://api.spotify.com/v1/tracks/2RCBbA3mK2bUwJfMfJRlq6,https://api.spotify.com/v1/audio-analysis/2RCBbA3mK2bUwJfMfJRlq6,166323,4
0.609,0.853,2,-2.318,1,0.0361,0.0511,0,0.379,0.819,127.034,audio_features,3tl9B6c07WZujRH2FP5hKA,spotify:track:3tl9B6c07WZujRH2FP5hKA,https://api.spotify.com/v1/tracks/3tl9B6c07WZujRH2FP5hKA,https://api.spotify.com/v1/audio-analysis/3tl9B6c07WZujRH2FP5hKA,156673,4
0.61,0.31,0,-12.953,1,0.0405,0.871,3.01e-06,0.0788,0.261,120.025,audio_features,1mjhuvf6QZTniMwb2dHjtp,spotify:track:1mjhuvf6QZTniMwb2dHjtp,https://api.spotify.com/v1/tracks/1mjhuvf6QZTniMwb2dHjtp,https://api.spotify.com/v1/audio-analysis/1mjhuvf6QZTniMwb2dHjtp,205500,4
0.734,0.169,9,-12.166,1,0.0377,0.85,0,0.104,0.455,112.07,audio_features,0xvkTfdXvK7f1bOZ98ekbH,spotify:track:0xvkTfdXvK7f1bOZ98ekbH,https://api.spotify.com/v1/tracks/0xvkTfdXvK7f1bOZ98ekbH,https://api.spotify.com/v1/audio-analysis/0xvkTfdXvK7f1bOZ98ekbH,152293,4
0.89,0.429,0,-6.247,1,0.042,0.0076,0.000692,0.067,0.822,110.078,audio_features,5M5ZnM9O8JW2SrukbfxZP8,spotify:track:5M5ZnM9O8JW2SrukbfxZP8,https://api.spotify.com/v1/tracks/5M5ZnM9O8JW2SrukbfxZP8,https://api.spotify.com/v1/audio-analysis/5M5ZnM9O8JW2SrukbfxZP8,160677,4
0.589,0.748,2,-4.274,1,0.0405,0.06,2.3e-06,0.103,0.894,77.526,audio_features,03LH899Fyk7Fwt1kZsGdM2,spotify:track:03LH899Fyk7Fwt1kZsGdM2,https://api.spotify.com/v1/tracks/03LH899Fyk7Fwt1kZsGdM2,https://api.spotify.com/v1/audio-analysis/03LH899Fyk7Fwt1kZsGdM2,238555,4
0.386,0.366,0,-8.745,1,0.028,0.368,1.68e-06,0.0611,0.256,80.269,audio_features,4EfBubHt9kkZ7rTW4SIOWb,spotify:track:4EfBubHt9kkZ7rTW4SIOWb,https://api.spotify.com/v1/tracks/4EfBubHt9kkZ7rTW4SIOWb,https://api.spotify.com/v1/audio-analysis/4EfBubHt9kkZ7rTW4SIOWb,290347,4
0.738,0.666,8,-6.534,1,0.0281,0.0927,0,0.192,0.793,130.087,audio_features,1FJccZPc2g1QjG4EzezNKf,spotify:track:1FJccZPc2g1QjG4EzezNKf,https://api.spotify.com/v1/tracks/1FJccZPc2g1QjG4EzezNKf,https://api.spotify.com/v1/audio-analysis/1FJccZPc2g1QjG4EzezNKf,171692,4
0.61,0.441,1,-7.018,1,0.0349,0.663,1.41e-05,0.139,0.299,135.873,audio_features,6qskolMuSoXPl3C1sgSbfu,spotify:track:6qskolMuSoXPl3C1sgSbfu,https://api.spotify.com/v1/tracks/6qskolMuSoXPl3C1sgSbfu,https://api.spotify.com/v1/audio-analysis/6qskolMuSoXPl3C1sgSbfu,181416,4
0.732,0.459,6,-8.029,1,0.0898,0.524,0,0.0816,0.481,130.136,audio_features,0zUT6RbKCqHqorVnXVoZcm,spotify:track:0zUT6RbKCqHqorVnXVoZcm,https://api.spotify.com/v1/tracks/0zUT6RbKCqHqorVnXVoZcm,https://api.spotify.com/v1/audio-analysis/0zUT6RbKCqHqorVnXVoZcm,146457,4
0.401,0.419,6,-10.464,1,0.0614,0.369,0,0.134,0.263,115.072,audio_features,1ocFBctDW8m5Xj0Nz9fmC2,spotify:track:1ocFBctDW8m5Xj0Nz9fmC2,https://api.spotify.com/v1/tracks/1ocFBctDW8m5Xj0Nz9fmC2,https://api.spotify.com/v1/audio-analysis/1ocFBctDW8m5Xj0Nz9fmC2,184000,4
0.908,0.45,7,-7.174,1,0.314,0.0608,0,0.0663,0.515,108.056,audio_features,71rw9MB77BR8LHMFZK8gKV,spotify:track:71rw9MB77BR8LHMFZK8gKV,https://api.spotify.com/v1/tracks/71rw9MB77BR8LHMFZK8gKV,https://api.spotify.com/v1/audio-analysis/71rw9MB77BR8LHMFZK8gKV,125685,4
0.835,0.284,7,-10.121,0,0.0778,0.631,3.96e-06,0.102,0.286,86.982,audio_features,6v5vr3SqSczkqIIVeW8RjZ,spotify:track:6v5vr3SqSczkqIIVeW8RjZ,https://api.spotify.com/v1/tracks/6v5vr3SqSczkqIIVeW8RjZ,https://api.spotify.com/v1/audio-analysis/6v5vr3SqSczkqIIVeW8RjZ,168308,4
0.666,0.646,11,-4.906,1,0.0895,0.13,0,0.089,0.836,169.948,audio_features,2m9kfA99oiBmS3fljluWtf,spotify:track:2m9kfA99oiBmS3fljluWtf,https://api.spotify.com/v1/tracks/2m9kfA99oiBmS3fljluWtf,https://api.spotify.com/v1/audio-analysis/2m9kfA99oiBmS3fljluWtf,177882,4
0.517,0.805,0,-5.901,1,0.148,0.247,0,0.179,0.393,166.047,audio_features,0DHBocC3mQFnoiqWWD92TB,spotify:track:0DHBocC3mQFnoiqWWD92TB,https://api.spotify.com/v1/tracks/0DHBocC3mQFnoiqWWD92TB,https://api.spotify.com/v1/audio-analysis/0DHBocC3mQFnoiqWWD92TB,134512,4
0.729,0.638,4,-6.248,1,0.0627,0.0522,0,0.161,0.895,123.919,audio_features,1p1EeOGryPK0AQRraHw6fW,spotify:track:1p1EeOGryPK0AQRraHw6fW,https://api.spotify.com/v1/tracks/1p1EeOGryPK0AQRraHw6fW,https://api.spotify.com/v1/audio-analysis/1p1EeOGryPK0AQRraHw6fW,141877,4
0.577,0.397,7,-10.866,1,0.0665,0.708,0.000436,0.12,0.345,91.95,audio_features,3RpeMS8fRVpXYME5gOoxBP,spotify:track:3RpeMS8fRVpXYME5gOoxBP,https://api.spotify.com/v1/tracks/3RpeMS8fRVpXYME5gOoxBP,https://api.spotify.com/v1/audio-analysis/3RpeMS8fRVpXYME5gOoxBP,180000,4
0.454,0.422,6,-6.979,1,0.033,0.244,0,0.183,0.238,157.433,audio_features,3Lke0rX94asrDmGqkNh817,spotify:track:3Lke0rX94asrDmGqkNh817,https://api.spotify.com/v1/tracks/3Lke0rX94asrDmGqkNh817,https://api.spotify.com/v1/audio-analysis/3Lke0rX94asrDmGqkNh817,179241,4
0.735,0.439,1,-10.593,1,0.252,0.395,1.64e-06,0.119,0.751,93.018,audio_features,3KMp3FuaCabAi75a5oDRfH,spotify:track:3KMp3FuaCabAi75a5oDRfH,https://api.spotify.com/v1/tracks/3KMp3FuaCabAi75a5oDRfH,https://api.spotify.com/v1/audio-analysis/3KMp3FuaCabAi75a5oDRfH,165333,4
0.716,0.572,8,-7.391,1,0.0534,0.453,0,0.184,0.65,79.982,audio_features,0pdj7pIr0cwQeFielID46j,spotify:track:0pdj7pIr0cwQeFielID46j,https://api.spotify.com/v1/tracks/0pdj7pIr0cwQeFielID46j,https://api.spotify.com/v1/audio-analysis/0pdj7pIr0cwQeFielID46j,139691,4
0.924,0.716,8,-7.158,0,0.0541,0.0177,1.15e-06,0.128,0.48,119.973,audio_features,7IezwtVIJIPC36LpKMR9d7,spotify:track:7IezwtVIJIPC36LpKMR9d7,https://api.spotify.com/v1/tracks/7IezwtVIJIPC36LpKMR9d7,https://api.spotify.com/v1/audio-analysis/7IezwtVIJIPC36LpKMR9d7,122880,4
0.853,0.68,10,-6.336,0,0.0443,0.193,0,0.089,0.964,110.035,audio_features,3qwtDfrHnLkRyoRJwuRieH,spotify:track:3qwtDfrHnLkRyoRJwuRieH,https://api.spotify.com/v1/tracks/3qwtDfrHnLkRyoRJwuRieH,https://api.spotify.com/v1/audio-analysis/3qwtDfrHnLkRyoRJwuRieH,126572,4
0.665,0.541,11,-7.792,1,0.309,0.186,0,0.164,0.894,200.235,audio_features,2ngNeWCODoaj7RdwQAJDna,spotify:track:2ngNeWCODoaj7RdwQAJDna,https://api.spotify.com/v1/tracks/2ngNeWCODoaj7RdwQAJDna,https://api.spotify.com/v1/audio-analysis/2ngNeWCODoaj7RdwQAJDna,103236,4
0.919,0.616,1,-5.215,0,0.0778,0.000516,0.000203,0.0752,0.431,124.042,audio_features,5HrBwBW9Teiys6bYlsOZpm,spotify:track:5HrBwBW9Teiys6bYlsOZpm,https://api.spotify.com/v1/tracks/5HrBwBW9Teiys6bYlsOZpm,https://api.spotify.com/v1/audio-analysis/5HrBwBW9Teiys6bYlsOZpm,128691,4
0.765,0.572,11,-6.153,0,0.128,0.226,0,0.192,0.475,140.013,audio_features,4r0kug4vaNx3d8qyDLhQes,spotify:track:4r0kug4vaNx3d8qyDLhQes,https://api.spotify.com/v1/tracks/4r0kug4vaNx3d8qyDLhQes,https://api.spotify.com/v1/audio-analysis/4r0kug4vaNx3d8qyDLhQes,110938,4
0.528,0.488,0,-7.873,1,0.0308,0.368,0,0.0903,0.0694,144.018,audio_features,7pjlSvtMtqybSo198LE0P6,spotify:track:7pjlSvtMtqybSo198LE0P6,https://api.spotify.com/v1/tracks/7pjlSvtMtqybSo198LE0P6,https://api.spotify.com/v1/audio-analysis/7pjlSvtMtqybSo198LE0P6,147329,4
0.652,0.218,6,-16.49,0,0.0393,0.868,0.00139,0.109,0.22,127.794,audio_features,5vO71tywH4g5RnxVcRWGLz,spotify:track:5vO71tywH4g5RnxVcRWGLz,https://api.spotify.com/v1/tracks/5vO71tywH4g5RnxVcRWGLz,https://api.spotify.com/v1/audio-analysis/5vO71tywH4g5RnxVcRWGLz,128731,4
0.472,0.528,1,-8.215,1,0.0305,0.778,0.00108,0.137,0.543,99.019,audio_features,6oPDWUwxTIsGejcHd9tLdc,spotify:track:6oPDWUwxTIsGejcHd9tLdc,https://api.spotify.com/v1/tracks/6oPDWUwxTIsGejcHd9tLdc,https://api.spotify.com/v1/audio-analysis/6oPDWUwxTIsGejcHd9tLdc,245610,4
0.565,0.558,2,-7.669,1,0.174,0.184,0,0.0951,0.587,90.11,audio_features,53vqxI2N89pMUUmJMhxqrS,spotify:track:53vqxI2N89pMUUmJMhxqrS,https://api.spotify.com/v1/tracks/53vqxI2N89pMUUmJMhxqrS,https://api.spotify.com/v1/audio-analysis/53vqxI2N89pMUUmJMhxqrS,129333,4
0.653,0.521,11,-5.631,0,0.0726,0.233,0,0.54,0.857,92.987,audio_features,7MaV8u4IQwSPpUwg5Dm0k9,spotify:track:7MaV8u4IQwSPpUwg5Dm0k9,https://api.spotify.com/v1/tracks/7MaV8u4IQwSPpUwg5Dm0k9,https://api.spotify.com/v1/audio-analysis/7MaV8u4IQwSPpUwg5Dm0k9,128133,4
0.857,0.467,10,-10.488,0,0.14,0.201,0,0.381,0.811,118.003,audio_features,5sHF15InlZ6zQf4OzH6YDr,spotify:track:5sHF15InlZ6zQf4OzH6YDr,https://api.spotify.com/v1/tracks/5sHF15InlZ6zQf4OzH6YDr,https://api.spotify.com/v1/audio-analysis/5sHF15InlZ6zQf4OzH6YDr,156629,4
0.869,0.777,6,-4.493,0,0.121,0.0403,0,0.107,0.362,104.041,audio_features,5AxhA8xrGrHFqUjIVbrDk0,spotify:track:5AxhA8xrGrHFqUjIVbrDk0,https://api.spotify.com/v1/tracks/5AxhA8xrGrHFqUjIVbrDk0,https://api.spotify.com/v1/audio-analysis/5AxhA8xrGrHFqUjIVbrDk0,130331,4
0.299,0.357,11,-9.731,1,0.0372,0.538,0,0.133,0.278,179.664,audio_features,4PRdeh2zIyM1pvY4x5luLe,spotify:track:4PRdeh2zIyM1pvY4x5luLe,https://api.spotify.com/v1/tracks/4PRdeh2zIyM1pvY4x5luLe,https://api.spotify.com/v1/audio-analysis/4PRdeh2zIyM1pvY4x5luLe,257668,3
0.643,0.405,0,-10.522,1,0.0254,0.237,0,0.127,0.622,104.991,audio_features,5ggdrgZR1mOXpHMQcoVJgS,spotify:track:5ggdrgZR1mOXpHMQcoVJgS,https://api.spotify.com/v1/tracks/5ggdrgZR1mOXpHMQcoVJgS,https://api.spotify.com/v1/audio-analysis/5ggdrgZR1mOXpHMQcoVJgS,160000,4
0.69,0.366,5,-5.905,1,0.0385,0.717,0,0.11,0.569,106.054,audio_features,5Jfm4BNqlO9j0hKS6Yn4Om,spotify:track:5Jfm4BNqlO9j0hKS6Yn4Om,https://api.spotify.com/v1/tracks/5Jfm4BNqlO9j0hKS6Yn4Om,https://api.spotify.com/v1/audio-analysis/5Jfm4BNqlO9j0hKS6Yn4Om,210112,4
0.643,0.595,6,-7.709,1,0.0277,0.174,2.49e-06,0.108,0.776,144.973,audio_features,6VqnWmjto3NFfojvUx1ws2,spotify:track:6VqnWmjto3NFfojvUx1ws2,https://api.spotify.com/v1/tracks/6VqnWmjto3NFfojvUx1ws2,https://api.spotify.com/v1/audio-analysis/6VqnWmjto3NFfojvUx1ws2,175530,4
0.753,0.279,9,-11.414,1,0.0462,0.827,0,0.133,0.356,116.945,audio_features,2otCM15RQxb5klWroyRRYs,spotify:track:2otCM15RQxb5klWroyRRYs,https://api.spotify.com/v1/tracks/2otCM15RQxb5klWroyRRYs,https://api.spotify.com/v1/audio-analysis/2otCM15RQxb5klWroyRRYs,125134,4
0.811,0.488,1,-7.309,1,0.0553,0.179,1.26e-06,0.165,0.168,109.947,audio_features,21dAwmmQfsjGh8h7slPyrD,spotify:track:21dAwmmQfsjGh8h7slPyrD,https://api.spotify.com/v1/tracks/21dAwmmQfsjGh8h7slPyrD,https://api.spotify.com/v1/audio-analysis/21dAwmmQfsjGh8h7slPyrD,132846,4
0.615,0.801,1,-6.281,1,0.0729,0.0122,0,0.0796,0.75,159.888,audio_features,0NmyaqedeQ7DRcjWquikEk,spotify:track:0NmyaqedeQ7DRcjWquikEk,https://api.spotify.com/v1/tracks/0NmyaqedeQ7DRcjWquikEk,https://api.spotify.com/v1/audio-analysis/0NmyaqedeQ7DRcjWquikEk,129000,4
0.792,0.662,2,-5.874,1,0.0357,0.275,0,0.0486,0.932,120.068,audio_features,1neh53RpPLL3DZPW2q6RkH,spotify:track:1neh53RpPLL3DZPW2q6RkH,https://api.spotify.com/v1/tracks/1neh53RpPLL3DZPW2q6RkH,https://api.spotify.com/v1/audio-analysis/1neh53RpPLL3DZPW2q6RkH,110500,4
0.726,0.715,11,-5.104,0,0.0292,0.0581,0,0.109,0.678,125.014,audio_features,0wHYbtCUq9nPbOq6DVwdC6,spotify:track:0wHYbtCUq9nPbOq6DVwdC6,https://api.spotify.com/v1/tracks/0wHYbtCUq9nPbOq6DVwdC6,https://api.spotify.com/v1/audio-analysis/0wHYbtCUq9nPbOq6DVwdC6,184553,4
0.738,0.617,8,-7.747,1,0.0315,0.042,0,0.145,0.551,102.013,audio_features,78ZgTVUSANWnLIKAgGtDz3,spotify:track:78ZgTVUSANWnLIKAgGtDz3,https://api.spotify.com/v1/tracks/78ZgTVUSANWnLIKAgGtDz3,https://api.spotify.com/v1/audio-analysis/78ZgTVUSANWnLIKAgGtDz3,124118,4
0.526,0.487,3,-7.765,1,0.0366,0.304,3.74e-06,0.138,0.299,135.995,audio_features,5aNGZv8NUxx9k1lS6ZXmoT,spotify:track:5aNGZv8NUxx9k1lS6ZXmoT,https://api.spotify.com/v1/tracks/5aNGZv8NUxx9k1lS6ZXmoT,https://api.spotify.com/v1/audio-analysis/5aNGZv8NUxx9k1lS6ZXmoT,222547,4
0.544,0.515,0,-10.732,0,0.371,0.28,0,0.229,0.347,188.433,audio_features,6qkwieeAuu97CLLtuooHd3,spotify:track:6qkwieeAuu97CLLtuooHd3,https://api.spotify.com/v1/tracks/6qkwieeAuu97CLLtuooHd3,https://api.spotify.com/v1/audio-analysis/6qkwieeAuu97CLLtuooHd3,114894,4
0.533,0.41,7,-8.607,1,0.0322,0.744,6.28e-05,0.0985,0.149,133.591,audio_features,479UZI7rBJRJwqB0UZyZ57,spotify:track:479UZI7rBJRJwqB0UZyZ57,https://api.spotify.com/v1/tracks/479UZI7rBJRJwqB0UZyZ57,https://api.spotify.com/v1/audio-analysis/479UZI7rBJRJwqB0UZyZ57,252851,4
0.708,0.687,11,-4.881,1,0.135,0.246,0,0.0448,0.717,79.051,audio_features,2PQYO2ycXPyZdL1qZebBMH,spotify:track:2PQYO2ycXPyZdL1qZebBMH,https://api.spotify.com/v1/tracks/2PQYO2ycXPyZdL1qZebBMH,https://api.spotify.com/v1/audio-analysis/2PQYO2ycXPyZdL1qZebBMH,161013,4
